match_id,start_time,lobby_type,r1_hero,r1_level,r1_xp,r1_gold,r1_lh,r1_kills,r1_deaths,r1_items,r2_hero,r2_level,r2_xp,r2_gold,r2_lh,r2_kills,r2_deaths,r2_items,r3_hero,r3_level,r3_xp,r3_gold,r3_lh,r3_kills,r3_deaths,r3_items,r4_hero,r4_level,r4_xp,r4_gold,r4_lh,r4_kills,r4_deaths,r4_items,r5_hero,r5_level,r5_xp,r5_gold,r5_lh,r5_kills,r5_deaths,r5_items,d1_hero,d1_level,d1_xp,d1_gold,d1_lh,d1_kills,d1_deaths,d1_items,d2_hero,d2_level,d2_xp,d2_gold,d2_lh,d2_kills,d2_deaths,d2_items,d3_hero,d3_level,d3_xp,d3_gold,d3_lh,d3_kills,d3_deaths,d3_items,d4_hero,d4_level,d4_xp,d4_gold,d4_lh,d4_kills,d4_deaths,d4_items,d5_hero,d5_level,d5_xp,d5_gold,d5_lh,d5_kills,d5_deaths,d5_items,first_blood_time,first_blood_team,first_blood_player1,first_blood_player2,radiant_bottle_time,radiant_courier_time,radiant_flying_courier_time,radiant_tpscroll_count,radiant_boots_count,radiant_ward_observer_count,radiant_ward_sentry_count,radiant_first_ward_time,dire_bottle_time,dire_courier_time,dire_flying_courier_time,dire_tpscroll_count,dire_boots_count,dire_ward_observer_count,dire_ward_sentry_count,dire_first_ward_time,duration,radiant_win,tower_status_radiant,tower_status_dire,barracks_status_radiant,barracks_status_dire
85793,1448831409,1,55,4,1794,1352,19,0,1,10,3,3,885,890,1,0,0,12,11,4,1165,1427,13,1,1,9,50,3,859,532,0,0,0,8,72,3,1148,1945,28,1,0,13,28,5,2196,1596,18,1,0,7,71,3,835,797,1,0,0,11,68,3,670,675,0,0,0,10,73,4,1342,2263,18,1,2,6,51,3,1001,664,4,0,0,6,-22.0,0.0,4.0,8.0,166.0,-83.0,254.0,4,3,3,1,-36.0,4.0,-84.0,,4,5,3,1,5.0,2595,1,1844,1536,63,3
24295,1439523710,0,7,3,872,583,2,0,0,6,25,4,1613,922,8,0,0,5,72,3,1045,1421,20,0,0,8,100,3,934,621,3,0,1,9,5,3,828,781,8,0,0,8,81,3,1064,1714,19,1,0,10,68,3,991,777,0,0,0,7,71,4,1384,619,3,0,0,6,86,2,701,715,0,0,0,10,76,5,2012,1536,25,0,0,4,,,,,,-84.0,251.0,0,2,3,0,-18.0,,-87.0,183.0,0,4,4,0,4.0,2609,0,0,1972,0,63
94438,1449250226,1,110,3,1511,1766,23,1,1,10,73,5,1440,1334,17,0,1,9,60,2,793,609,1,0,0,11,62,2,391,650,1,0,1,9,55,3,1270,819,8,0,0,5,1,5,2067,1909,29,1,0,10,112,1,114,589,1,0,0,10,25,5,2088,1702,30,0,1,11,28,3,1070,874,6,0,0,6,3,3,1166,1467,7,2,0,6,7.0,0.0,0.0,7.0,161.0,-75.0,,5,3,2,2,-31.0,153.0,-85.0,228.0,2,4,2,3,-55.0,1670,1,1974,1796,63,59
3995,1432053108,0,12,3,917,1010,12,0,0,3,57,2,728,589,3,0,0,6,6,5,2141,1277,18,0,0,8,56,5,1717,1517,14,1,0,13,75,2,803,662,4,0,0,3,46,5,2161,1587,21,0,0,7,18,2,515,972,11,0,0,8,87,2,500,499,0,0,0,3,50,3,522,673,2,0,0,9,69,4,1429,1107,11,0,1,6,186.0,0.0,3.0,,,-84.0,200.0,0,2,2,0,-12.0,75.0,-73.0,261.0,2,5,0,0,,2343,1,1846,0,63,0
54662,1445855660,0,79,2,669,499,0,0,0,7,27,3,943,961,0,1,0,10,23,4,1963,1023,9,0,1,6,72,4,1651,1459,21,0,0,9,28,2,656,783,7,0,0,11,7,4,1645,834,8,0,0,5,47,5,2119,1614,12,1,1,14,50,2,613,599,4,0,0,7,92,2,737,607,3,0,0,6,56,3,1103,1677,28,0,0,14,112.0,1.0,6.0,2.0,284.0,-81.0,,2,1,2,1,48.0,,-84.0,206.0,3,3,2,0,-23.0,2188,0,0,1972,0,63
112159,1449988962,1,21,4,1705,1464,20,0,0,8,112,2,505,608,2,0,0,12,55,2,559,908,5,1,1,9,100,3,838,937,7,0,1,7,72,4,1475,1112,15,0,1,9,30,2,546,698,5,0,1,8,60,5,1885,1314,12,1,0,8,39,5,1869,1872,21,2,0,10,3,2,467,839,3,0,0,10,73,4,1636,2160,21,0,0,7,1.0,1.0,6.0,4.0,133.0,-86.0,246.0,4,3,4,1,-50.0,46.0,-87.0,231.0,3,5,3,1,-17.0,2940,0,1568,1796,46,51
99634,1449472329,1,8,4,1311,1120,15,0,1,6,28,4,1464,1667,22,0,0,7,49,5,2147,1822,20,1,0,10,85,3,1154,1576,5,4,0,9,50,2,760,631,2,0,0,8,11,4,1828,1542,22,0,1,9,68,2,448,500,1,0,2,10,42,4,1107,956,10,0,1,7,71,3,646,792,1,0,1,8,55,4,1778,1888,28,1,0,10,7.0,0.0,3.0,8.0,87.0,-87.0,194.0,1,4,2,1,-28.0,138.0,-86.0,,4,3,3,1,-33.0,2431,1,1958,0,63,0
102548,1449592143,1,54,3,1250,1224,18,0,0,6,112,3,629,639,2,0,0,12,51,4,1700,1370,15,1,0,7,11,5,2146,1960,31,0,0,11,3,2,215,553,0,0,1,8,22,4,1258,1555,15,1,0,8,71,3,761,1035,13,0,0,7,85,3,1112,993,12,0,0,11,7,2,395,646,3,0,1,10,72,5,1843,1431,22,0,0,11,153.0,1.0,5.0,4.0,125.0,-83.0,181.0,2,4,3,1,-32.0,43.0,-77.0,261.0,2,5,2,1,-2.0,2198,0,1792,1972,48,63
57184,1446344356,7,26,3,769,776,0,1,0,10,39,5,2121,1808,11,2,0,6,7,2,505,701,1,0,0,11,99,3,1068,701,5,0,1,7,106,3,1066,1504,24,0,0,6,55,2,403,974,8,0,1,7,43,4,1336,960,7,0,1,8,75,1,47,649,1,0,1,10,48,4,1547,2065,26,1,0,10,87,3,905,783,0,0,0,7,91.0,0.0,1.0,6.0,97.0,-75.0,,0,3,3,0,15.0,286.0,-85.0,196.0,3,3,3,2,-41.0,3176,1,2038,0,63,0
47240,1444506248,0,51,3,889,1138,8,1,0,2,60,4,1522,1572,25,0,0,7,74,5,2043,1406,22,0,0,10,26,2,403,562,2,0,0,8,71,3,723,672,2,0,0,3,53,3,914,1043,17,0,0,2,67,4,1686,1383,21,0,0,7,21,5,1929,1252,14,0,1,9,7,4,1318,1055,9,0,0,9,25,3,903,723,3,0,0,8,,,,,39.0,-78.0,250.0,0,2,3,0,-12.0,164.0,-88.0,182.0,3,0,1,0,-13.0,2224,1,1983,4,63,3
70764,1447585513,7,96,5,1835,1077,14,0,0,8,86,2,599,767,2,0,2,12,67,3,1090,1196,17,0,0,12,25,5,2173,1663,19,1,0,7,75,2,643,800,0,1,0,7,97,5,1908,1361,21,0,0,9,74,5,1888,1203,13,0,1,7,68,3,678,848,2,1,1,11,112,3,773,641,1,0,0,9,72,3,886,1471,16,1,0,8,53.0,1.0,9.0,1.0,73.0,-85.0,,2,4,1,2,-10.0,167.0,-78.0,,2,4,3,2,-25.0,1915,1,2047,260,63,51
27620,1440519737,1,39,5,1896,1683,27,0,0,9,30,1,357,700,0,0,0,9,112,2,616,931,0,1,0,10,110,2,515,500,0,0,0,7,82,5,1885,1965,28,1,0,11,67,4,1483,1863,32,0,0,10,25,2,417,500,0,0,0,8,68,2,411,550,1,0,0,11,51,4,979,587,2,0,1,8,11,5,2034,1958,21,0,1,9,74.0,1.0,9.0,,154.0,-86.0,218.0,3,5,3,1,4.0,79.0,-86.0,181.0,3,5,2,1,-43.0,4352,1,1574,384,15,60
55412,1445986166,1,71,4,1092,955,2,0,1,7,15,4,1769,1138,15,0,1,8,30,3,1006,903,3,0,2,11,55,3,1337,1447,10,3,0,10,106,3,1432,1951,29,1,1,14,92,3,704,1274,7,2,1,11,51,4,1843,1662,10,2,0,10,100,2,422,587,0,0,3,8,28,3,1550,1702,24,1,0,7,39,5,2039,1397,18,0,0,11,-25.0,1.0,5.0,1.0,207.0,-85.0,210.0,7,2,2,1,-79.0,194.0,-85.0,187.0,0,4,3,1,-42.0,3367,0,1028,1956,3,63
18071,1437190937,7,72,3,1048,1703,26,0,0,10,57,2,443,536,1,0,0,10,55,4,1661,881,9,0,0,7,52,5,2704,2205,18,2,2,7,26,3,804,500,0,0,0,9,50,2,645,578,2,0,1,11,71,3,954,662,4,0,0,7,87,3,989,582,2,0,0,7,47,5,2262,1750,12,2,1,15,1,3,989,1599,26,0,0,7,-15.0,0.0,3.0,,69.0,-86.0,180.0,3,3,2,1,-23.0,,-83.0,,2,5,2,0,-33.0,2527,1,1840,0,61,0
44567,1444162922,1,91,2,564,821,1,0,2,4,69,3,1247,1729,23,0,0,8,19,4,1701,1752,21,1,0,8,50,3,906,688,1,0,0,10,88,5,1868,1556,11,1,1,8,100,3,817,1074,3,1,0,9,42,4,1385,1425,20,0,1,12,3,3,941,721,4,0,0,9,21,5,2022,1784,18,2,1,11,39,3,1394,1126,13,0,0,7,,,,,46.0,-83.0,214.0,4,3,3,1,-42.0,200.0,-71.0,218.0,3,5,3,0,26.0,2077,1,2038,1536,63,48
26624,1440215496,7,50,3,651,604,2,0,0,9,100,3,947,1015,7,1,0,8,22,4,1618,1165,11,1,2,8,62,3,778,796,3,0,0,7,56,4,1616,1564,18,1,0,7,96,4,1829,1182,15,0,0,8,72,4,1583,1363,21,0,0,11,106,5,1962,1933,22,1,1,7,7,3,833,1038,2,1,0,14,5,2,438,522,1,0,2,4,13.0,0.0,4.0,,56.0,-79.0,181.0,1,4,3,1,-28.0,119.0,-85.0,283.0,3,3,2,1,-29.0,3422,0,390,1568,51,12
27988,1440648624,7,42,4,1471,1430,19,0,0,7,22,4,1820,1599,19,1,0,9,51,3,711,950,4,1,0,8,62,2,422,750,1,0,0,5,86,3,840,657,3,0,0,13,57,2,368,648,6,0,1,8,25,4,1831,1462,23,0,1,8,112,2,435,549,1,0,0,9,55,4,1360,1171,15,0,0,9,72,4,1813,1552,25,0,0,10,-13.0,0.0,2.0,,46.0,-87.0,182.0,5,4,4,1,14.0,233.0,-81.0,193.0,3,2,2,2,-24.0,1793,0,0,2047,0,63
2456,1431421372,1,25,2,448,588,0,0,0,9,28,3,1095,1757,22,1,1,10,97,5,2072,1719,23,0,0,4,39,4,1911,1107,12,0,1,7,20,2,1294,1334,3,2,0,13,1,4,1763,1251,18,0,1,6,87,2,648,543,1,0,0,9,13,4,1441,1505,12,1,1,11,38,4,1223,1374,13,1,0,7,86,2,663,790,2,0,1,9,71.0,0.0,4.0,,37.0,-82.0,198.0,3,5,2,0,21.0,95.0,-81.0,197.0,6,3,2,2,-17.0,2099,1,1844,1540,63,3
112213,1449991522,1,100,3,1068,1199,7,1,1,10,71,4,1069,1287,9,1,0,13,30,2,444,597,1,0,0,7,11,5,2776,2666,26,3,0,8,72,4,1286,1152,16,0,1,8,21,4,1338,1174,14,0,2,9,28,3,1237,1439,13,1,0,6,50,3,981,734,5,0,0,10,23,3,702,814,0,1,2,11,20,4,1223,1057,10,0,1,10,96.0,0.0,1.0,8.0,163.0,-56.0,,4,5,2,0,100.0,188.0,-76.0,208.0,5,4,2,0,9.0,2434,1,1972,768,63,48
59905,1446763162,7,51,4,1723,1303,20,0,0,10,48,4,1153,1333,19,0,1,11,16,2,316,673,5,0,0,7,26,3,949,936,3,1,1,11,11,5,2250,1614,24,0,1,9,3,3,611,1035,0,2,1,13,39,5,2094,1339,19,0,0,9,55,3,1266,1373,13,1,0,8,73,5,2096,2489,26,0,0,6,100,3,957,691,2,0,0,6,-23.0,1.0,7.0,3.0,204.0,-86.0,182.0,5,4,3,1,-34.0,39.0,-85.0,235.0,1,1,3,0,-15.0,1880,1,1974,4,63,3
26669,1440231843,7,3,3,897,627,3,0,0,7,22,4,1479,1182,8,1,0,9,15,4,1327,1048,11,0,0,6,8,3,926,627,3,0,1,7,5,3,1132,899,1,1,2,5,26,4,1452,924,3,0,0,7,42,3,725,576,2,0,0,5,104,3,915,1209,6,2,1,6,30,3,1133,741,5,0,0,8,39,5,1955,1500,11,1,1,2,7.0,1.0,9.0,,,-80.0,,3,3,2,0,-16.0,13.0,-84.0,,6,2,2,0,-38.0,2666,0,0,1972,0,63
72846,1447907333,1,30,2,881,1036,4,1,0,8,11,4,1890,1413,19,0,1,10,71,2,481,662,4,0,0,6,7,3,561,629,3,0,0,11,93,4,1420,1178,14,0,0,10,39,5,1994,1864,18,1,0,12,112,2,484,580,3,0,0,10,25,3,1114,499,0,0,0,5,55,4,1635,1291,19,0,1,9,99,3,1063,1572,25,0,0,7,103.0,1.0,5.0,1.0,239.0,-83.0,192.0,3,3,1,1,-27.0,104.0,-79.0,182.0,4,4,4,0,-12.0,2929,0,0,1972,1,63
12625,1435563639,1,7,3,695,720,2,0,0,3,82,4,2066,1921,17,3,2,5,94,4,1352,1266,18,0,0,9,110,5,1491,1277,10,0,1,15,86,2,510,648,2,0,0,13,6,4,1613,1449,20,0,0,9,50,3,790,557,0,0,0,8,39,5,2020,1823,21,1,2,9,2,3,1427,996,12,0,0,7,26,2,673,869,1,1,0,7,90.0,1.0,9.0,,,-87.0,183.0,4,4,3,0,-18.0,103.0,-86.0,181.0,5,4,3,0,-37.0,2814,1,1956,1024,63,0
109050,1449865745,1,64,3,907,654,1,0,1,8,47,3,1181,1809,23,1,0,9,112,2,473,699,0,0,0,9,8,5,2064,1627,21,1,0,10,46,4,1645,1217,17,0,0,7,100,4,1370,795,7,0,1,9,72,2,595,627,2,0,0,6,3,3,876,823,1,1,0,7,21,5,2078,1467,19,0,0,6,85,2,662,676,4,0,1,10,178.0,0.0,1.0,9.0,89.0,-87.0,222.0,2,3,3,0,-12.0,116.0,-84.0,284.0,1,4,2,0,-33.0,992,1,2047,1924,63,63
69690,1447476590,1,68,2,280,554,1,0,1,11,72,4,1479,798,7,0,0,8,74,5,2212,1563,15,1,0,12,25,3,1316,807,1,0,1,9,69,3,1250,2218,22,3,0,10,112,3,563,953,2,1,2,11,42,4,1242,1356,16,1,0,6,16,3,778,630,0,0,0,7,28,3,1099,914,8,0,1,8,39,4,1843,1145,12,0,1,8,147.0,1.0,5.0,3.0,,-71.0,266.0,3,3,3,1,-24.0,169.0,-85.0,210.0,4,4,2,1,-20.0,1803,1,1982,1536,63,16
27432,1440465620,1,51,3,827,999,7,1,1,6,100,3,613,796,4,0,1,12,86,5,2011,1570,22,0,0,9,12,4,1531,1308,19,0,0,11,87,3,774,974,9,0,0,8,110,4,1277,918,4,0,0,9,30,3,545,992,0,1,0,13,21,4,1433,1254,14,0,0,6,85,3,706,754,0,0,0,6,4,3,788,1505,15,1,1,8,81.0,1.0,6.0,,131.0,-74.0,182.0,5,4,3,0,-19.0,60.0,-81.0,256.0,3,5,2,0,-11.0,4128,1,1924,0,51,0
60443,1446810893,1,112,3,683,606,3,0,0,8,30,2,373,537,1,0,0,8,18,4,1309,1679,29,0,0,8,51,5,1591,951,11,0,0,6,39,4,1671,1191,14,0,1,6,50,3,736,500,0,0,0,9,21,5,2260,1969,20,1,0,7,12,3,1056,1275,19,0,0,6,71,3,884,767,5,0,0,4,68,2,338,522,2,0,0,9,159.0,1.0,6.0,4.0,222.0,-88.0,254.0,3,3,2,1,1.0,121.0,-85.0,291.0,1,3,3,1,7.0,2215,0,256,1975,48,63
82628,1448677972,0,35,5,2520,2224,32,1,0,11,85,3,748,1128,6,2,2,12,86,3,771,703,1,0,0,10,72,4,1567,1349,13,1,0,14,42,3,740,840,5,0,2,11,89,3,751,595,2,0,2,3,47,4,1522,1322,18,0,0,7,75,3,929,1080,7,1,2,8,84,3,736,1021,0,1,0,9,87,4,1223,1123,2,2,0,7,7.0,0.0,3.0,5.0,,-82.0,278.0,7,4,2,0,54.0,,-81.0,,4,3,1,0,25.0,3669,1,1828,256,63,48
74175,1448119016,7,74,5,2232,1560,19,1,0,7,57,1,253,500,0,0,1,6,30,2,786,603,4,0,0,8,99,4,1606,1804,8,2,0,12,8,3,1275,1588,23,0,0,7,26,2,491,669,1,0,1,8,75,3,734,500,0,0,1,9,98,4,1557,804,3,1,0,6,25,4,1893,1381,21,0,0,6,104,3,1053,1567,24,0,1,7,180.0,0.0,3.0,5.0,,-86.0,181.0,2,3,2,0,-52.0,179.0,-86.0,233.0,3,1,3,0,26.0,2807,1,1824,0,62,0
93983,1449229654,1,11,5,2074,1674,26,0,1,7,60,3,1248,1282,9,1,0,10,96,3,887,1368,13,1,1,14,87,2,784,775,0,1,0,9,72,4,1662,1636,25,0,0,12,69,4,1140,1239,6,1,1,5,42,4,1319,1071,14,0,0,5,30,2,546,540,1,0,2,10,55,4,902,1352,10,1,0,7,21,5,1980,1575,18,0,0,8,88.0,0.0,2.0,7.0,127.0,-81.0,181.0,4,5,3,0,-35.0,145.0,-83.0,209.0,3,3,2,1,2.0,2521,1,1983,1536,63,16
78409,1448451184,1,8,4,1348,1647,27,0,0,10,71,3,725,1292,2,2,1,10,25,4,1712,1133,13,0,1,8,55,4,1335,1268,16,0,0,6,86,3,854,603,1,0,0,10,99,3,1243,622,3,0,0,5,72,3,1277,1237,18,0,0,10,7,1,325,673,0,0,0,8,112,2,463,582,5,0,2,13,11,5,2022,1958,19,2,0,11,156.0,0.0,1.0,8.0,291.0,-85.0,,2,3,2,1,-43.0,164.0,-74.0,227.0,2,3,3,2,-6.0,3629,1,1798,0,51,0
82795,1448685620,7,11,5,2011,1596,23,0,0,11,63,2,862,670,4,0,0,8,5,2,498,817,5,0,2,9,55,4,1495,998,12,0,0,8,71,2,577,571,1,0,0,6,49,5,1799,1472,20,0,0,8,26,2,583,571,1,0,0,10,72,5,1564,1535,18,1,0,9,50,2,575,764,0,1,0,9,85,4,1305,1406,20,0,0,9,-16.0,1.0,7.0,2.0,139.0,-85.0,,3,1,3,1,-62.0,92.0,-79.0,197.0,2,4,4,0,-7.0,2394,1,1974,6,63,3
108883,1449858734,1,75,5,2090,1489,23,0,0,7,71,2,648,750,3,0,0,4,60,3,773,991,7,1,1,9,11,4,1694,1945,26,1,0,7,31,3,1068,758,1,0,0,10,112,2,396,582,1,0,1,8,74,4,1386,1231,11,1,0,10,73,3,939,1946,8,0,1,5,55,4,1613,836,12,0,0,8,23,2,674,564,1,0,0,5,131.0,1.0,6.0,2.0,146.0,-82.0,189.0,1,4,2,1,-23.0,2.0,-81.0,184.0,3,4,1,0,,1399,1,1983,1572,63,15
92739,1449176321,1,87,1,326,577,0,0,0,11,73,5,2045,2234,23,0,0,6,42,3,1137,1405,20,0,0,8,39,4,1371,963,11,0,0,9,30,3,667,890,1,1,0,11,21,4,1477,1115,15,0,1,6,8,3,1094,1556,25,0,0,7,68,3,851,680,4,0,0,8,15,5,1930,1183,13,0,0,5,3,3,897,499,0,0,0,11,95.0,0.0,4.0,5.0,42.0,-85.0,194.0,2,2,3,2,10.0,178.0,-85.0,190.0,3,3,2,1,-12.0,3197,1,1590,0,63,0
34099,1442437507,1,87,3,804,500,0,0,0,8,62,2,408,599,1,0,0,8,51,4,1369,1088,11,0,0,6,56,3,1134,1388,21,0,0,8,46,5,1726,1532,15,1,1,8,21,3,1010,707,5,0,0,10,71,2,443,578,2,0,1,7,86,2,793,767,1,0,0,7,72,4,1738,1386,21,0,0,6,39,5,1919,1650,18,1,0,9,,,,,29.0,-84.0,196.0,1,3,2,1,-41.0,186.0,-86.0,241.0,3,3,1,3,-19.0,2598,0,1536,2022,8,63
35914,1442840280,0,45,4,1283,1132,9,0,1,9,71,2,553,557,0,0,1,6,1,4,1136,1493,22,0,0,12,30,1,561,547,2,0,0,9,86,3,747,499,0,0,0,8,112,3,906,579,2,0,0,10,88,4,1537,1025,13,0,0,6,72,4,1477,1440,22,0,0,9,7,2,441,710,1,0,0,12,25,5,1778,1701,14,2,0,8,,,,,,-87.0,224.0,3,4,3,0,-35.0,182.0,-88.0,281.0,5,3,3,1,-39.0,2663,0,0,1924,0,63
62283,1446947872,1,52,4,1319,1429,14,1,0,11,69,3,923,1122,8,0,0,7,39,4,1612,1351,16,0,0,10,23,3,848,1195,4,1,0,8,55,5,1904,1666,21,1,0,9,7,1,208,541,1,0,0,11,110,4,2177,1324,10,0,1,9,62,2,307,500,1,0,0,4,11,5,1941,1557,22,0,1,9,12,4,1529,1082,14,0,1,11,57.0,0.0,0.0,6.0,128.0,-79.0,,2,5,2,1,-35.0,209.0,-75.0,214.0,3,2,3,2,-33.0,2476,1,1974,1572,63,47
95203,1449283967,1,71,3,944,935,3,0,0,9,39,4,1154,1106,11,1,0,11,73,5,1860,2249,17,1,0,12,30,3,799,1041,3,1,0,11,112,4,1555,862,9,0,0,11,21,5,1689,1484,14,0,2,9,72,4,1525,1555,25,0,0,9,110,3,949,677,2,0,0,7,85,3,567,582,2,0,0,6,100,2,953,1059,14,0,1,9,10.0,0.0,3.0,5.0,,-73.0,252.0,5,5,2,1,-5.0,217.0,-84.0,,4,2,2,1,-34.0,1966,1,1975,1572,63,15
31170,1441679072,7,91,2,567,907,5,1,1,7,7,3,729,683,1,0,0,6,99,4,1305,573,2,0,0,6,77,4,1035,989,6,1,0,5,75,4,1601,693,5,0,0,5,25,3,741,527,1,0,0,9,59,5,2256,1574,23,0,0,7,6,4,1632,1410,19,0,0,11,96,3,945,1298,13,1,1,8,5,3,968,574,2,0,1,10,-8.0,1.0,8.0,,171.0,-78.0,,0,2,2,0,247.0,,-85.0,204.0,2,2,2,0,11.0,2005,0,6,2046,3,63
106538,1449762514,1,71,4,1711,1028,12,0,1,7,11,4,1618,1469,15,0,0,9,112,3,667,893,3,0,0,12,72,4,1897,1624,20,1,0,8,23,3,605,647,5,0,1,8,39,5,1756,1308,12,1,0,5,3,3,630,727,0,0,0,9,55,4,1336,1074,10,0,0,7,69,3,731,1060,13,0,0,10,42,5,1888,1685,22,1,1,12,-4.0,0.0,3.0,9.0,176.0,-82.0,188.0,4,5,3,1,-49.0,172.0,-72.0,,2,4,3,0,5.0,2200,0,1540,1974,3,63
110496,1449922316,1,7,2,399,554,0,0,1,10,31,3,1119,616,3,0,0,4,102,3,1181,1019,13,0,0,7,25,6,2956,2626,20,3,0,13,59,5,1718,1034,13,0,0,4,104,3,968,962,11,0,0,6,112,3,1302,819,8,0,0,9,43,3,1075,1272,19,0,0,7,21,4,1578,1498,20,0,2,6,3,3,829,784,1,1,1,9,108.0,0.0,3.0,8.0,110.0,-76.0,238.0,2,3,1,0,-30.0,94.0,-45.0,,3,3,2,0,180.0,3816,1,1796,0,63,0
104883,1449692915,1,73,4,1355,1566,9,1,1,8,31,3,912,603,1,0,1,11,3,3,682,541,1,0,0,7,60,4,1403,1707,19,1,1,8,72,4,1482,1602,26,0,0,11,85,2,821,669,4,0,0,8,47,5,1926,1522,14,1,0,11,112,3,1014,1040,4,1,1,10,65,2,780,799,2,0,0,5,8,4,1301,1413,12,1,1,9,4.0,0.0,0.0,9.0,108.0,-80.0,219.0,3,4,2,1,-10.0,,-81.0,,3,5,4,1,-36.0,1611,1,1983,1974,63,63
906,1430777563,1,7,2,709,1040,5,0,0,6,39,5,1915,1560,15,2,1,9,20,2,731,783,1,0,2,7,52,4,1384,1997,23,3,1,11,66,4,954,1320,16,1,0,10,96,3,831,1037,0,2,2,7,90,2,495,791,5,0,0,9,12,4,1358,1465,22,0,1,9,25,5,2163,1642,17,0,1,10,60,3,1117,1472,5,2,2,11,-23.0,1.0,9.0,,171.0,-84.0,185.0,4,4,2,1,34.0,226.0,-87.0,195.0,6,4,3,0,-44.0,2215,1,1974,1536,63,2
74735,1448184735,1,75,3,647,701,5,0,1,8,71,3,587,936,3,1,0,8,55,4,1218,1249,15,0,0,10,11,4,1798,1408,23,0,0,10,1,4,1811,1177,12,1,0,6,39,4,1501,1263,15,1,0,9,98,5,2167,1430,17,0,0,8,73,5,1681,2200,19,0,1,5,7,2,510,686,4,0,1,8,112,3,975,727,7,0,0,9,-7.0,0.0,1.0,7.0,219.0,-85.0,,2,3,4,2,90.0,38.0,-86.0,,2,5,2,1,-23.0,3570,0,4,1824,3,61
91622,1449125891,1,110,3,750,691,5,0,1,7,8,4,1528,1422,19,0,0,8,21,3,1345,971,10,0,0,5,112,3,854,580,2,0,1,10,68,3,545,588,2,0,1,10,7,2,871,664,4,0,0,10,55,5,1719,1048,12,0,0,7,11,5,1992,1980,27,0,0,12,6,4,1783,1577,18,2,0,6,62,2,912,1232,1,1,0,9,,,,,194.0,-84.0,190.0,6,2,3,2,-19.0,65.0,75.0,258.0,2,2,3,1,-20.0,1488,0,4,2047,3,63
11443,1435063788,7,61,3,1089,831,5,0,0,4,96,3,824,858,7,0,0,8,12,3,1179,1032,9,0,0,7,44,3,979,946,10,0,0,7,22,5,2049,810,7,0,0,5,19,3,871,940,5,0,0,3,18,3,817,702,5,0,0,3,91,2,685,783,1,0,0,9,5,3,1123,594,1,0,0,10,72,5,2045,1296,16,0,0,9,,,,,253.0,15.0,,0,2,0,0,,,-80.0,,3,3,1,0,,2177,1,1974,260,63,51
70203,1447523614,1,25,5,1972,1468,22,0,1,8,72,4,1629,1522,20,0,0,11,112,3,977,918,3,1,0,10,28,4,1180,1603,17,1,1,16,50,3,705,865,4,0,1,14,7,2,600,790,0,0,0,10,8,4,1469,1314,15,0,1,8,39,5,2024,1337,17,0,0,6,74,4,1496,893,10,0,0,6,101,3,645,1195,0,3,1,14,4.0,1.0,9.0,4.0,155.0,-80.0,240.0,6,5,4,2,-14.0,174.0,-81.0,,5,5,4,0,-17.0,2885,1,1958,0,63,0
100025,1449487807,1,11,5,1808,1468,19,0,0,8,106,3,1098,1322,16,1,0,9,26,2,697,977,0,1,0,8,100,4,1119,1046,12,0,1,12,50,3,918,710,3,0,0,9,8,3,1349,1236,18,0,1,7,46,5,1831,1692,18,1,0,6,112,3,764,549,2,0,0,9,71,3,652,543,1,0,0,8,21,4,1349,1178,16,0,1,6,2.0,0.0,2.0,5.0,148.0,-81.0,205.0,2,5,2,1,-43.0,118.0,-85.0,181.0,4,4,2,1,3.0,1373,1,2038,1796,63,51
23732,1439337673,7,71,4,1269,864,7,0,0,7,72,3,1375,1553,18,1,1,11,89,1,234,649,0,0,0,7,75,4,1567,1396,20,0,0,8,86,2,323,909,2,2,0,11,106,4,1632,1314,11,0,1,6,100,4,1173,919,8,0,0,9,56,3,1769,1339,20,0,1,11,25,2,360,557,2,0,1,8,7,1,187,727,0,1,0,7,6.0,0.0,1.0,,119.0,-85.0,190.0,4,4,2,1,-17.0,29.0,-84.0,188.0,7,4,2,0,-36.0,3587,0,0,1796,0,51
8171,1433577032,1,87,2,574,791,1,1,0,8,52,5,1841,1429,12,1,2,9,100,3,1202,856,9,0,0,7,48,4,1591,1735,24,1,0,16,86,2,577,771,2,0,0,7,72,2,534,904,0,1,2,11,63,4,1790,1440,22,0,0,7,7,2,217,569,0,0,0,9,25,5,2004,1646,17,1,0,8,55,3,1338,1224,20,0,1,7,43.0,1.0,8.0,,158.0,-87.0,184.0,5,5,2,1,-47.0,109.0,-81.0,187.0,3,2,2,0,-47.0,2523,0,1024,1824,0,60
22899,1439019245,0,34,4,1687,831,8,0,0,8,89,3,907,754,7,0,0,5,27,2,1055,1145,4,0,0,7,70,3,1073,1117,15,0,1,6,85,4,1448,1517,7,3,2,10,100,3,749,890,0,1,1,9,1,3,982,1207,9,1,1,4,25,5,1993,1662,27,0,0,7,30,3,532,797,7,0,1,7,39,4,1745,1582,16,1,0,9,3.0,1.0,9.0,,226.0,-74.0,,3,3,2,0,1.0,53.0,-79.0,184.0,2,4,2,0,-28.0,2427,0,256,1974,48,63
